QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
NIDLIJIB_02279	COG0280	440049	1.18e-14	38.462	Pta	Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)	C	Energy production and conversion
NIDLIJIB_02280	COG4812	443840	4.04e-135	50.769	EutT	Ethanolamine utilization protein EutT, cobalamin adenosyltransferase	E	Amino acid transport and metabolism
NIDLIJIB_02281	COG4766	443798	6.64e-55	50.82	EutQ	Ethanolamine utilization protein EutQ, cupin superfamily (function unknown)	E	Amino acid transport and metabolism
NIDLIJIB_02282	COG4917	443945	5.5e-73	46.622	EutP	Ethanolamine utilization protein EutP, contains a P-loop NTPase domain	E	Amino acid transport and metabolism
NIDLIJIB_02283	COG4810	443838	9.26e-64	61.062	EutS	Ethanolamine utilization protein EutS, microcompartment shell protein	E	Amino acid transport and metabolism
NIDLIJIB_02284	COG0281	440050	0.0	58.392	SfcA	Malic enzyme	C	Energy production and conversion
NIDLIJIB_02285	COG0176	439946	9.97e-80	30.921	TalA	Transaldolase/fructose-6-phosphate aldolase	G	Carbohydrate transport and metabolism
NIDLIJIB_02286	COG0021	439792	0.0	63.348	TktA	Transketolase	G	Carbohydrate transport and metabolism
NIDLIJIB_02288	COG0494	440260	1.91e-28	28.859	MutT	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	V	Defense mechanisms
NIDLIJIB_02289	COG0493	440259	0.0	47.204	GltD	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	E	Amino acid transport and metabolism
NIDLIJIB_02290	COG4585	443642	2.05e-49	34.975	ComP	Signal transduction histidine kinase ComP	T	Signal transduction mechanisms
NIDLIJIB_02291	COG0841	440603	0.0	44.337	AcrB	Multidrug efflux pump subunit AcrB	V	Defense mechanisms
NIDLIJIB_02292	COG1393	441003	8.68e-44	40.171	ArsC	Arsenate reductase or related protein, glutaredoxin family	P	Inorganic ion transport and metabolism
NIDLIJIB_02293	COG0624	440389	1.15e-126	36.126	ArgE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	E	Amino acid transport and metabolism
NIDLIJIB_02295	COG0400	440169	1.39e-42	29.412	YpfH	Palmitoyl-CoA esterase	R	General function prediction only
NIDLIJIB_02296	COG1444	441053	0.0	45.312	TmcA	tRNA(Met) C34 N-acetyltransferase TmcA	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02297	COG2321	441895	3.6e-159	57.986	YpfJ	Predicted metalloprotease	R	General function prediction only
NIDLIJIB_02298	COG1487	441096	9.66e-52	40.31	VapC	Ribonuclease/mRNA interferase VapC, contains PIN domain	V	Defense mechanisms
NIDLIJIB_02299	COG4456	443554	3.01e-31	47.368	VagC	Virulence-associated protein VagC (function unknown)	S	Function unknown
NIDLIJIB_02300	COG0152	439922	3.13e-113	45.714	PurC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	F	Nucleotide transport and metabolism
NIDLIJIB_02302	COG3317	442546	1.49e-120	34.722	BamC	Outer membrane protein assembly factor BamC	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02303	COG0329	440098	7.31e-145	51.37	DapA	4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase	E	Amino acid transport and metabolism
NIDLIJIB_02304	COG2716	442029	1.41e-78	40.805	GcvR	Glycine cleavage system regulator GcvR	E	Amino acid transport and metabolism
NIDLIJIB_02305	COG1225	440838	1.01e-52	42.361	Bcp	Peroxiredoxin	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_02306	COG1142	440757	8.31e-55	39.884	HycB	Fe-S-cluster-containing hydrogenase component 2	C	Energy production and conversion
NIDLIJIB_02307	COG0651	440416	9.32e-26	27.919	HyfB	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	C	Energy production and conversion
NIDLIJIB_02308	COG0651	440416	6.32e-74	43.29	HyfB	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	C	Energy production and conversion
NIDLIJIB_02309	COG0650	440415	1.5e-94	44.118	HyfC	Formate hydrogenlyase subunit HyfC	C	Energy production and conversion
NIDLIJIB_02310	COG1009	440633	5.74e-58	39.544	NuoL	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Na+/H+ antiporter, MnhA subunit/Na+:bicarbonate transporter, MpsA subunit	C	Energy production and conversion
NIDLIJIB_02311	COG1009	440633	5.56e-13	27.5	NuoL	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Na+/H+ antiporter, MnhA subunit/Na+:bicarbonate transporter, MpsA subunit	C	Energy production and conversion
NIDLIJIB_02312	COG4237	443379	6.4e-59	35.648	HyfE	Hydrogenase-4 membrane subunit HyfE	C	Energy production and conversion
NIDLIJIB_02313	COG0651	440416	6.53e-106	38.2	HyfB	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	C	Energy production and conversion
NIDLIJIB_02314	COG3261	442492	0.0	38.589	HycE2	Ni,Fe-hydrogenase III large subunit	C	Energy production and conversion
NIDLIJIB_02315	COG1143	440758	4.18e-11	38.776	NuoI	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	C	Energy production and conversion
NIDLIJIB_02316	COG3260	442491	4.41e-81	54.074	HycG	Ni,Fe-hydrogenase III small subunit	C	Energy production and conversion
NIDLIJIB_02318	COG3829	443041	3.41e-178	49.722	RocR	RocR-type transcriptional regulator, contains PAS, AAA-type ATPase, and DNA-binding Fis domains	K	Transcription
NIDLIJIB_02319	COG2116	441719	1.7e-71	37.778	FocA	Formate/nitrite transporter FocA, FNT family	P	Inorganic ion transport and metabolism
NIDLIJIB_02320	COG0628	440393	1.71e-65	32.628	PerM	Predicted PurR-regulated permease PerM	R	General function prediction only
NIDLIJIB_02321	COG4784	443814	6.53e-43	29.67		Putative Zn-dependent protease	R	General function prediction only
NIDLIJIB_02322	COG1393	441003	1.79e-49	44.828	ArsC	Arsenate reductase or related protein, glutaredoxin family	P	Inorganic ion transport and metabolism
NIDLIJIB_02323	COG0593	440358	1.39e-52	30.568	DnaA	Chromosomal replication initiation ATPase DnaA	L	Replication, recombination and repair
NIDLIJIB_02324	COG2233	441834	1.55e-135	41.725	UraA	Xanthine/uracil permease	F	Nucleotide transport and metabolism
NIDLIJIB_02325	COG0035	439805	9.32e-125	56.522	Upp	Uracil phosphoribosyltransferase	F	Nucleotide transport and metabolism
NIDLIJIB_02326	COG0150	439920	0.0	64.826	PurM	Phosphoribosylaminoimidazole (AIR) synthetase	F	Nucleotide transport and metabolism
NIDLIJIB_02327	COG0299	440068	1.6e-121	54.229	PurN	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	F	Nucleotide transport and metabolism
NIDLIJIB_02328	COG0855	440616	0.0	43.786	Ppk	Polyphosphate kinase	P	Inorganic ion transport and metabolism
NIDLIJIB_02329	COG0248	440018	7.62e-119	40.127	GppA	Exopolyphosphatase/pppGpp-phosphohydrolase	F	Nucleotide transport and metabolism
NIDLIJIB_02330	COG2200	441802	5.42e-87	26.761	EAL	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	T	Signal transduction mechanisms
NIDLIJIB_02332	COG4973	443998	4.52e-31	26.056	XerC	Site-specific recombinase XerC	L	Replication, recombination and repair
NIDLIJIB_02333	COG4677	443713	7.54e-36	28.723	PemB	Pectin methylesterase and related acyl-CoA thioesterases	G	Carbohydrate transport and metabolism
NIDLIJIB_02334	COG0065	439835	2e-40	27.397	LeuC	Homoaconitase/3-isopropylmalate dehydratase large subunit	E	Amino acid transport and metabolism
NIDLIJIB_02335	COG0471	440239	3.67e-79	31.217	CitT	Di- and tricarboxylate antiporter	G	Carbohydrate transport and metabolism
NIDLIJIB_02336	COG2828	442076	1.38e-135	50.368	PrpF	2-Methylaconitate cis-trans-isomerase PrpF (2-methyl citrate pathway)	C	Energy production and conversion
NIDLIJIB_02337	COG1132	440747	3.16e-83	48.077	MdlB	ABC-type multidrug and LPS transport system, ATPase and permease component MsbA	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02341	COG3311	442540	1.48e-08	36.0	AlpA	DNA-binding transcriptional regulator AlpA	K	Transcription
NIDLIJIB_02342	COG2223	441825	8.88e-14	21.591	NarK	Nitrate/nitrite transporter NarK	P	Inorganic ion transport and metabolism
NIDLIJIB_02343	COG2223	441825	7.77e-08	23.611	NarK	Nitrate/nitrite transporter NarK	P	Inorganic ion transport and metabolism
NIDLIJIB_02344	COG0524	440290	1.99e-83	36.741	RbsK	Sugar or nucleoside kinase, ribokinase family	G	Carbohydrate transport and metabolism
NIDLIJIB_02345	COG1621	441228	0.0	44.703	SacC	Sucrose-6-phosphate hydrolase SacC, GH32 family	G	Carbohydrate transport and metabolism
NIDLIJIB_02346	COG1609	441217	8.26e-73	30.96	PurR	DNA-binding transcriptional regulator, LacI/PurR family	K	Transcription
NIDLIJIB_02347	COG2610	442022	6.82e-16	43.243	GntT	H+/gluconate symporter GntT or related permease, GntP/DsdX family	G	Carbohydrate transport and metabolism
NIDLIJIB_02348	COG3048	442282	0.0	74.775	DsdA	D-serine dehydratase	E	Amino acid transport and metabolism
NIDLIJIB_02349	COG2814	442063	1.24e-41	26.044	AraJ	Predicted arabinose efflux permease AraJ, MFS family	G	Carbohydrate transport and metabolism
NIDLIJIB_02350	COG1566	441174	1.24e-82	33.724	EmrA	Multidrug resistance efflux pump EmrA	V	Defense mechanisms
NIDLIJIB_02351	COG2197	441799	7.09e-28	22.549	CitB	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	T	Signal transduction mechanisms
NIDLIJIB_02352	COG2205	441807	2.91e-68	34.979	KdpD	K+-sensing histidine kinase KdpD	T	Signal transduction mechanisms
NIDLIJIB_02353	COG1804	441409	1.08e-176	44.357	CaiB	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	I	Lipid transport and metabolism
NIDLIJIB_02354	COG0679	440443	3.82e-47	29.677	YfdV	Predicted permease, AEC (auxin efflux carrier) family	R	General function prediction only
NIDLIJIB_02355	COG0028	439799	2.09e-140	31.986	IlvB	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	E	Amino acid transport and metabolism
NIDLIJIB_02356	COG1804	441409	9.51e-139	38.902	CaiB	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	I	Lipid transport and metabolism
NIDLIJIB_02360	COG1560	441168	7.78e-110	39.338	LpxP	Palmitoleoyl-ACP: Kdo2-lipid-IV acyltransferase (lipid A biosynthesis)	I	Lipid transport and metabolism
NIDLIJIB_02361	COG0436	440205	9.21e-172	39.948	AspB	Aspartate/methionine/tyrosine aminotransferase	E	Amino acid transport and metabolism
NIDLIJIB_02362	COG3275	442506	4.37e-72	38.61	LytS	Sensor histidine kinase, LytS/YehU family	T	Signal transduction mechanisms
NIDLIJIB_02363	COG3279	442510	3.11e-87	37.344	LytT	DNA-binding response regulator, LytR/AlgR family	K	Transcription
NIDLIJIB_02364	COG4977	444002	8.73e-24	32.99	GlxA	Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain	K	Transcription
NIDLIJIB_02365	COG1080	440698	0.0	46.939	PtsA	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	G	Carbohydrate transport and metabolism
NIDLIJIB_02366	COG1080	440698	1.73e-33	31.034	PtsA	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	G	Carbohydrate transport and metabolism
NIDLIJIB_02367	COG1363	440974	4.17e-77	39.171	FrvX	Putative aminopeptidase FrvX	E	Amino acid transport and metabolism
NIDLIJIB_02368	COG2105	441708	2.19e-06	27.778	YtfP	Predicted gamma-glutamylamine cyclotransferase YtfP, GGCT/AIG2-like family	E	Amino acid transport and metabolism
NIDLIJIB_02369	COG0549	440315	1.74e-177	53.797	ArcC	Carbamate kinase	E	Amino acid transport and metabolism
NIDLIJIB_02371	COG1819	441424	7.83e-47	27.737	YjiC	UDP:flavonoid glycosyltransferase YjiC, YdhE family	G	Carbohydrate transport and metabolism
NIDLIJIB_02372	COG3783	442997	5.01e-12	21.667	CybC	Soluble cytochrome b562	C	Energy production and conversion
NIDLIJIB_02373	COG0610	440375	0.0	40.631		Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...	V	Defense mechanisms
NIDLIJIB_02374	COG0732	440496	1.34e-15	34.524	HsdS	Restriction endonuclease S subunit	V	Defense mechanisms
NIDLIJIB_02375	COG0286	440055	3.83e-105	40.0	HsdM	Type I restriction-modification system, DNA methylase subunit	V	Defense mechanisms
NIDLIJIB_02376	COG1475	441084	4.58e-17	24.064	Spo0J	Chromosome segregation protein Spo0J, contains ParB-like CTPase domain	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_02377	COG1475	441084	4.03e-30	27.917	Spo0J	Chromosome segregation protein Spo0J, contains ParB-like CTPase domain	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_02378	COG1961	441564	8.7e-34	25.758	SpoIVCA	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	L	Replication, recombination and repair
NIDLIJIB_02379	COG0582	440347	1.2e-142	44.836	FimB	Integrase/recombinase, includes phage integrase	L	Replication, recombination and repair
NIDLIJIB_02382	COG0691	440455	1.17e-90	52.229	SmpB	tmRNA-binding protein	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_02383	COG2867	442114	3.77e-72	49.635	PasT	Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02384	COG2914	442158	1.54e-52	64.13	PasI	Putative antitoxin component PasI (RatB) of the RatAB toxin-antitoxin module, ubiquitin-RnfH superfamily	V	Defense mechanisms
NIDLIJIB_02385	COG2913	442157	1.46e-46	37.168	BamE	Outer membrane protein assembly factor BamE	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02386	COG0497	440263	0.0	45.668	RecN	DNA repair ATPase RecN	L	Replication, recombination and repair
NIDLIJIB_02387	COG0061	439831	1.31e-135	44.056	NadK	NAD kinase	H	Coenzyme transport and metabolism
NIDLIJIB_02388	COG0576	440341	1.44e-58	49.669	GrpE	Molecular chaperone GrpE (heat shock protein HSP-70)	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_02389	COG4536	443602	0.0	55.774	CorB	Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains	P	Inorganic ion transport and metabolism
NIDLIJIB_02390	COG4137	443312	3.48e-78	39.85	YpjD	ABC-type uncharacterized transport system, permease component	R	General function prediction only
NIDLIJIB_02391	COG0541	440307	0.0	64.706	Srp	Signal recognition particle GTPase Srp/Ffh	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_02392	COG0228	439998	3.43e-44	56.579	RpsP	Ribosomal protein S16	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02393	COG0806	440569	1.89e-75	41.279	RimM	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02394	COG0336	440105	4.59e-165	60.494	TrmD	tRNA G37 N-methylase TrmD	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02395	COG0335	440104	1.24e-72	62.281	RplS	Ribosomal protein L19	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02396	COG2885	442131	1.76e-34	37.838	OmpA	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02397	COG5001	444025	1.02e-46	27.636		Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	T	Signal transduction mechanisms
NIDLIJIB_02400	COG0722	440486	0.0	63.112	AroG1	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	E	Amino acid transport and metabolism
NIDLIJIB_02401	COG1605	441213	3.57e-36	32.53	PheA	Chorismate mutase	E	Amino acid transport and metabolism
NIDLIJIB_02402	COG0077	439847	7.95e-129	41.786	PheA2	Prephenate dehydratase (decarboxylase)	E	Amino acid transport and metabolism
NIDLIJIB_02403	COG1544	441153	1.05e-32	40.0	RaiA	Ribosome-associated translation inhibitor RaiA	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02404	COG4105	443281	1.99e-98	40.664	BamD	Outer membrane protein assembly factor BamD, BamD/ComL family	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02405	COG0564	440330	4.33e-109	49.78	RluA	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02407	COG4678	443714	8.74e-79	50.649	GT104	Muramidase (phage lambda lysozyme), glycosyl transferase family 104	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02409	COG1403	441013	2.17e-22	47.692	McrA	HNH family endonuclease, includes 5-methylcytosine-specific restriction endonuclease McrA	V	Defense mechanisms
NIDLIJIB_02410	COG3747	442961	2.32e-42	40.789		Phage terminase, small subunit	X	Mobilome: prophages, transposons
NIDLIJIB_02411	COG4626	443665	0.0	43.304	YmfN	Phage terminase-like protein, large subunit, contains N-terminal HTH domain	X	Mobilome: prophages, transposons
NIDLIJIB_02413	COG4695	443730	4.32e-172	42.327	BeeE	Phage portal protein BeeE	X	Mobilome: prophages, transposons
NIDLIJIB_02414	COG3740	442954	5.7e-59	42.857		Phage head maturation protease	X	Mobilome: prophages, transposons
NIDLIJIB_02415	COG4653	443691	3.73e-137	49.684	gp36	Predicted phage phi-C31 gp36 major capsid-like protein	X	Mobilome: prophages, transposons
NIDLIJIB_02418	COG5614	444345	8.75e-24	28.431		Phage head-tail adaptor	X	Mobilome: prophages, transposons
NIDLIJIB_02422	COG4386	443512	0.0	52.218	gpL	Mu-like prophage tail sheath protein gpL	X	Mobilome: prophages, transposons
NIDLIJIB_02425	COG5283	444094	2.16e-55	22.635		Phage-related tail protein	X	Mobilome: prophages, transposons
NIDLIJIB_02427	COG4228	443372	3.24e-111	32.215		Mu-like prophage DNA circularization protein	X	Mobilome: prophages, transposons
NIDLIJIB_02428	COG4379	443505	3.02e-133	40.96		Mu-like prophage tail protein gpP	X	Mobilome: prophages, transposons
NIDLIJIB_02429	COG4384	443510	2.92e-52	37.778	gp45	Mu-like prophage protein gp45	X	Mobilome: prophages, transposons
NIDLIJIB_02430	COG4381	443507	2.51e-29	38.889	gp46	Mu-like prophage protein gp46	X	Mobilome: prophages, transposons
NIDLIJIB_02431	COG3299	442528	2.97e-94	34.758	JayE	Uncharacterized phage protein gp47/JayE	X	Mobilome: prophages, transposons
NIDLIJIB_02432	COG3778	442992	3.26e-71	42.857	YmfQ	Uncharacterized conserved protein YmfQ in lambdoid prophage, DUF2313 family	X	Mobilome: prophages, transposons
NIDLIJIB_02435	COG1538	441147	0.009	31.25	TolC	Outer membrane protein TolC	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02436	COG1961	441564	1.74e-40	38.342	SpoIVCA	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	L	Replication, recombination and repair
NIDLIJIB_02438	COG4974	443999	1e-29	24.351	XerD	Site-specific tyrosine recombinase XerD	L	Replication, recombination and repair
NIDLIJIB_02439	COG0042	439812	7.82e-143	36.218	DusA	tRNA-dihydrouridine synthase	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02441	COG0604	440369	1.46e-118	41.975	Qor	NADPH:quinone reductase or related Zn-dependent oxidoreductase	C	Energy production and conversion
NIDLIJIB_02442	COG0305	440074	0.0	58.391	DnaB	Replicative DNA helicase	L	Replication, recombination and repair
NIDLIJIB_02443	COG0787	440550	3.09e-175	46.739	Alr	Alanine racemase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02444	COG1448	441057	0.0	59.95	TyrB	Aspartate/aromatic aminotransferase	E	Amino acid transport and metabolism
NIDLIJIB_02446	COG3700	442914	8.98e-180	70.042	AphA	Acid phosphatase, class B	P	Inorganic ion transport and metabolism
NIDLIJIB_02447	COG0432	440201	9.51e-62	44.776	YjbQ	Thiamin phosphate synthase YjbQ, UPF0047 family	H	Coenzyme transport and metabolism
NIDLIJIB_02448	COG2315	441889	2.73e-52	46.957	MmcQ	Predicted DNA-binding protein with double-wing structural motif, MmcQ/YjbR family	K	Transcription
NIDLIJIB_02449	COG0178	439948	0.0	66.211	UvrA	Excinuclease UvrABC ATPase subunit	L	Replication, recombination and repair
NIDLIJIB_02450	COG0629	440394	1.62e-62	56.78	Ssb	Single-stranded DNA-binding protein	L	Replication, recombination and repair
NIDLIJIB_02452	COG4943	443970	0.0	39.122	YjcC	Redox-sensing c-di-GMP phosphodiesterase, contains CSS-motif and EAL domains	T	Signal transduction mechanisms
NIDLIJIB_02453	COG4977	444002	6.64e-27	37.0	GlxA	Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain	K	Transcription
NIDLIJIB_02454	COG0789	440552	1.56e-23	33.981	SoxR	DNA-binding transcriptional regulator, MerR family	K	Transcription
NIDLIJIB_02455	COG2252	441853	5.66e-165	41.514	NCS2	Xanthine/guanine/uracil/vitamin C permease GhxP/GhxQ, nucleobase:cation symporter 2 ( NCS2) family	F	Nucleotide transport and metabolism
NIDLIJIB_02456	COG0025	439796	3.55e-96	32.299	NhaP	NhaP-type Na+/H+ or K+/H+ antiporter	P	Inorganic ion transport and metabolism
NIDLIJIB_02457	COG1357	440968	1.01e-20	24.227	DotG	Type IVB secretion/DNA transfer system protein DotG/IcmE, contains pentapeptide repeats	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_02458	COG4147	443318	0.0	54.459	ActP	Na+(or H+)/acetate symporter ActP	C	Energy production and conversion
NIDLIJIB_02459	COG3162	442396	3.21e-44	52.475	YjcH	Membrane protein potentially involved in acetate utilization, DUF485 family	S	Function unknown
NIDLIJIB_02460	COG0365	440134	0.0	55.556	Acs	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	I	Lipid transport and metabolism
NIDLIJIB_02461	COG3303	442532	0.0	52.7	NrfA	Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit	P	Inorganic ion transport and metabolism
NIDLIJIB_02462	COG3005	442242	0.005	34.286	NapC	Tetraheme cytochrome c subunit NapC of nitrate or TMAO reductase	C	Energy production and conversion
NIDLIJIB_02463	COG0437	440206	7.22e-82	51.351	HybA	Fe-S-cluster-containing dehydrogenase component (DMSO reductase)	C	Energy production and conversion
NIDLIJIB_02464	COG3301	442530	6.62e-78	40.19	NrfD	Nitrite/polysulfide reductase, membrane component NrfD/PsrC	P	Inorganic ion transport and metabolism
NIDLIJIB_02465	COG1138	440753	0.0	41.809	CcmF	Cytochrome c biogenesis protein CcmF	C	Energy production and conversion
NIDLIJIB_02466	COG3088	442322	1.96e-39	44.578	NrfF	Cytochrome c-type biogenesis protein CcmH/NrfF	C	Energy production and conversion
NIDLIJIB_02467	COG4235	443378	1.52e-29	35.821	NrfG	Cytochrome c-type biogenesis protein CcmH/NrfG	C	Energy production and conversion
NIDLIJIB_02468	COG1301	440912	2.07e-164	48.936	GltP	Na+/H+-dicarboxylate symporter	C	Energy production and conversion
NIDLIJIB_02469	COG0790	440553	1.77e-26	31.527	Sel1	Sel1-like repeat, TPR-related	R	General function prediction only
NIDLIJIB_02470	COG3383	442610	0.0	47.378	ForC	Mo-containing formate dehydrogenase ForCE, catalytic subunit	C	Energy production and conversion
NIDLIJIB_02471	COG3383	442610	2.58e-65	52.857	ForC	Mo-containing formate dehydrogenase ForCE, catalytic subunit	C	Energy production and conversion
NIDLIJIB_02472	COG1538	441147	4.47e-41	29.032	TolC	Outer membrane protein TolC	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02473	COG1289	440900	2.52e-19	24.017	AaeB	Aromatic carboxylic acid efflux pump AaeB or related transporter, AaeB/MdtO/YccS family	R	General function prediction only
NIDLIJIB_02474	COG1566	441174	3.54e-38	34.118	EmrA	Multidrug resistance efflux pump EmrA	V	Defense mechanisms
NIDLIJIB_02475	COG1077	440695	0.0	66.181	MreB	Cell shape-determining ATPase MreB, actin-like superfamily	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_02476	COG1792	441397	3.49e-93	41.86	MreC	Cell shape-determining protein MreC	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_02477	COG2891	442136	2.49e-43	48.428	MreD	Cell shape-determining protein MreD	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02478	COG0424	440193	1.35e-101	56.831	Maf	7-methyl-GTP pyrophosphatase and related NTP pyrophosphatases, Maf/HAM1 superfamily	Q	Secondary metabolites biosynthesis, transport and catabolism
NIDLIJIB_02479	COG1530	441139	0.0	50.719	CafA	Ribonuclease G or E	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02480	COG3164	442397	0.0	38.533	YhdP	Phospholipid transporter to the outer membrane, contains AsmA2 domain	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_02481	COG0312	440081	0.0	42.857	TldD	Zn-dependent protease or N-deacetylase, PmbA/TldD/TldE family	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_02482	COG0583	440348	2.68e-64	27.74	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NIDLIJIB_02484	COG1566	441174	1.98e-57	29.912	EmrA	Multidrug resistance efflux pump EmrA	V	Defense mechanisms
NIDLIJIB_02485	COG1289	440900	2.58e-48	29.482	AaeB	Aromatic carboxylic acid efflux pump AaeB or related transporter, AaeB/MdtO/YccS family	R	General function prediction only
NIDLIJIB_02486	COG2732	442038	1.57e-27	41.758	BarS	Barstar, RNAse (barnase) inhibitor	K	Transcription
NIDLIJIB_02488	COG1438	441047	3.13e-59	40.789	ArgR	Arginine repressor	K	Transcription
NIDLIJIB_02489	COG0039	439809	1.48e-54	33.022	Mdh	Malate/lactate dehydrogenase	C	Energy production and conversion
NIDLIJIB_02490	COG0265	440035	1.85e-116	47.653	DegQ	Periplasmic serine protease DegP/DegQ, contain C-terminal PDZ domain	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_02491	COG0265	440035	7.98e-138	52.399	DegQ	Periplasmic serine protease DegP/DegQ, contain C-terminal PDZ domain	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_02492	COG3105	442339	1.95e-54	59.055	YhcB	Membrane-anchored cell division protein YhcB, DUF1043 family	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_02493	COG1485	441094	0.0	52.279	ZapE	Cell division protein ZapE (Z ring-associated ATPase), AFG1 superfamily	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_02494	COG0102	439872	3.57e-103	65.942	RplM	Ribosomal protein L13	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02495	COG0103	439873	1.8e-81	66.923	RpsI	Ribosomal protein S9	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_02496	COG0625	440390	4e-58	32.039	GstA	Glutathione S-transferase or stringent starvation protein SspA	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_02497	COG2969	442209	2.45e-77	60.331	SspB	Stringent starvation protein B, binds SsrA peptide	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_02498	COG3069	442303	3.09e-179	46.827	DcuC	C4-dicarboxylate transporter DcuC	C	Energy production and conversion
NIDLIJIB_02499	COG2186	441789	1.32e-57	33.913	FadR	DNA-binding transcriptional regulator, FadR family	K	Transcription
NIDLIJIB_02500	COG0329	440098	1.38e-100	36.552	DapA	4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase	E	Amino acid transport and metabolism
